location,total_sqft,bath,balcony,BHK,price
devanahalli,1282.0,2.0,2.0,3.0,68.52
devarachikkanahalli,1170.0,2.0,2.0,2.0,40.0
kanakpura road,700.0,2.0,1.0,2.0,35.0
other,945.0,2.0,1.0,2.0,54.0
other,4800.0,3.0,2.0,4.0,200.0
electronic city,1342.0,2.0,1.0,2.0,90.0
jakkur,1482.0,3.0,2.0,3.0,86.0
jp nagar,1107.0,2.0,1.0,2.0,57.0
old madras road,1200.0,2.0,1.0,2.0,72.0
nagarbhavi,1080.0,2.0,1.0,2.0,49.0
panathur,1140.0,2.0,1.0,2.0,51.2
hebbal,1200.0,2.0,1.0,2.0,49.0
other,1020.0,2.0,3.0,2.0,48.0
uttarahalli,1215.0,2.0,2.0,3.0,52.85
sarjapur  road,1157.0,2.0,1.0,3.0,75.0
abbigere,3000.0,8.0,0.0,8.0,150.0
other,1250.0,3.0,2.0,3.0,43.0
varthur,1155.0,2.0,2.0,2.0,39.0
kanakpura road,2100.0,3.0,2.0,3.0,140.0
other,665.0,1.0,2.0,1.0,32.0
kengeri,416.0,1.0,1.0,1.0,18.0
attibele,2400.0,2.0,2.0,4.0,250.0
btm layout,2400.0,3.0,2.0,3.0,220.0
akshaya nagar,1300.0,2.0,1.0,2.0,54.0
other,2400.0,4.0,1.0,5.0,225.0
other,1200.0,2.0,2.0,3.0,75.6
bommanahalli,1170.0,2.0,3.0,2.0,34.0
other,1500.0,3.0,2.0,3.0,70.0
hennur road,1685.0,3.0,2.0,3.0,95.0
sarjapur,2172.0,3.0,0.0,3.0,100.0
akshaya nagar,1126.0,2.0,1.0,2.0,55.0
ardendale,1650.0,3.0,3.0,3.0,82.0
padmanabhanagar,1100.0,2.0,1.0,2.0,60.0
domlur,1540.0,3.0,2.0,3.0,90.0
subramanyapura,1260.0,2.0,1.0,3.0,73.0
kammasandra,1500.0,3.0,2.0,3.0,65.0
kr puram,1752.0,3.0,2.0,3.0,145.0
other,922.0,2.0,1.0,2.0,70.0
channasandra,1115.0,2.0,1.0,2.0,35.8
kr puram,1192.5,2.0,0.0,2.0,51.22
yelahanka,1322.0,2.0,1.0,2.0,77.9
thanisandra,1093.0,2.0,1.0,2.0,68.1
other,1230.0,2.0,3.0,2.0,55.0
kanakpura road,54885.6,1.0,0.0,1.0,125.0
kenchenahalli,700.0,1.0,1.0,1.0,35.0
basavangudi,1100.0,2.0,3.0,2.0,93.0
amruthahalli,1340.0,2.0,1.0,2.0,75.0
other,1360.0,2.0,2.0,3.0,73.0
other,1458.0,2.0,2.0,3.0,87.0
other,1050.0,2.0,1.0,2.0,110.0
other,1745.0,3.0,2.0,3.0,77.0
other,1215.0,2.0,2.0,3.0,49.75
other,2400.0,5.0,2.0,5.0,235.0
other,1500.0,2.0,2.0,3.0,65.0
babusapalaya,1061.0,2.0,1.0,2.0,38.95
sarjapur  road,2180.0,3.0,2.0,3.0,240.0
other,1675.0,3.0,3.0,3.0,62.0
hoodi,1105.0,2.0,2.0,2.0,46.37
magadi road,1318.0,2.0,1.0,3.0,68.0
other,1200.0,3.0,3.0,3.0,96.25
kanakpura road,1204.0,2.0,1.0,2.0,82.0
other,1266.67,2.0,0.0,2.0,69.0
7th phase jp nagar,2980.0,4.0,2.0,3.0,260.0
gottigere,1618.0,3.0,3.0,3.0,82.5
koramangala,1500.0,3.0,1.0,3.0,135.0
kaggalipura,950.0,2.0,1.0,2.0,45.0
varthur,1140.0,2.0,2.0,2.0,39.9
other,885.0,2.0,3.0,2.0,40.0
dodda nekkundi,1145.0,2.0,1.0,2.0,46.5
garudachar palya,1150.0,2.0,1.0,2.0,52.8
hosur road,1689.0,3.0,2.0,3.0,103.0
hennur road,1804.0,3.0,2.0,3.0,102.0
other,1394.0,2.0,3.0,2.0,52.0
other,1140.0,2.0,1.0,2.0,76.0
padmanabhanagar,2051.0,3.0,2.0,3.0,170.0
cv raman nagar,1726.0,3.0,3.0,3.0,145.0
other,1800.0,3.0,3.0,3.0,140.0
sarjapur  road,1229.0,2.0,2.0,2.0,70.0
other,1270.0,2.0,2.0,3.0,57.15
nagarbhavi,1350.0,3.0,2.0,3.0,150.0
other,1119.0,2.0,1.0,3.0,48.5
other,1360.0,3.0,3.0,3.0,55.0
raja rajeshwari nagar,1206.0,2.0,1.0,2.0,40.7
other,1430.0,2.0,1.0,3.0,78.65
other,2312.0,3.0,2.0,3.0,156.0
hosa road,1063.0,2.0,1.0,2.0,31.9
jakkur,1950.0,3.0,2.0,3.0,131.0
kanakpura road,1593.0,3.0,1.0,3.0,118.0
8th phase jp nagar,1073.5,2.0,0.0,2.0,54.005
whitefield,905.0,1.0,1.0,1.0,62.0
akshaya nagar,2061.0,3.0,1.0,3.0,200.0
kr puram,1245.0,2.0,1.0,2.0,60.0
chandapura,645.0,1.0,1.0,1.0,16.45
hebbal,3520.0,5.0,2.0,3.0,320.0
yelahanka,1614.0,3.0,2.0,3.0,93.0
banashankari,1020.0,2.0,2.0,2.0,40.79
kathriguppe,1390.0,2.0,2.0,3.0,69.49
whitefield,1216.0,2.0,1.0,2.0,75.0
sahakara nagar,1100.0,2.0,1.0,2.0,55.0
talaghattapura,2254.0,3.0,2.0,3.0,170.0
other,924.0,2.0,2.0,2.0,76.23
other,2260.0,3.0,1.0,2.0,90.0
other,1100.0,2.0,1.0,2.0,62.7
other,3000.0,4.0,3.0,4.0,264.0
btm 2nd stage,1274.0,2.0,2.0,2.0,70.0
electronic city,1700.0,3.0,2.0,3.0,90.0
other,1000.0,2.0,1.0,2.0,50.0
margondanahalli,900.0,2.0,0.0,2.0,55.0
malleshpalya,1225.0,2.0,2.0,2.0,52.0
chikka tirupathi,4500.0,5.0,3.0,4.0,150.0
other,2100.0,1.0,1.0,2.0,200.0
other,1320.0,2.0,1.0,3.0,95.0
haralur road,1455.0,2.0,1.0,2.0,145.0
other,1180.0,2.0,2.0,2.0,56.0
thanisandra,1935.0,4.0,2.0,3.0,122.0
cv raman nagar,1980.0,4.0,2.0,3.0,166.0
hosa road,1533.0,3.0,1.0,3.0,98.18
banashankari,1800.0,3.0,2.0,3.0,115.0
thanisandra,1183.0,2.0,1.0,2.0,77.3
tc palaya,1200.0,2.0,0.0,2.0,65.0
bannerghatta road,1170.0,2.0,1.0,3.0,66.0
hosa road,1063.0,2.0,1.0,2.0,32.8
sahakara nagar,1175.0,2.0,3.0,2.0,49.0
electronic city,630.0,1.0,1.0,1.0,60.0
other,2330.0,3.0,2.0,4.0,94.71
other,1060.0,2.0,1.0,2.0,53.0
other,920.0,2.0,1.0,2.0,46.0
haralur road,1056.0,2.0,1.0,2.0,61.0
other,1096.0,2.0,2.0,2.0,48.0
electronics city phase 1,1550.0,2.0,2.0,3.0,82.0
sarjapur  road,1026.0,2.0,1.0,2.0,60.55
other,1625.0,3.0,3.0,3.0,92.0
kr puram,1200.0,2.0,0.0,2.0,75.0
old madras road,2266.0,3.0,2.0,3.0,207.0
ramamurthy nagar,1334.0,2.0,1.0,2.0,67.0
hoodi,1660.0,3.0,2.0,3.0,128.0
brookefield,1560.0,3.0,2.0,4.0,149.0
kengeri,2400.0,5.0,2.0,4.0,253.0
kathriguppe,1300.0,3.0,2.0,3.0,77.99
other,1153.0,2.0,2.0,2.0,43.5
whitefield,1216.0,2.0,1.0,2.0,82.0
murugeshpalya,1225.0,2.0,2.0,2.0,48.0
indira nagar,1650.0,3.0,1.0,3.0,150.0
other,1250.0,2.0,2.0,2.0,110.0
haralur road,1315.0,2.0,1.0,2.0,85.0
koramangala,1320.0,2.0,2.0,2.0,110.0
begur road,1215.0,2.0,2.0,2.0,43.13
rayasandra,1357.0,2.0,2.0,3.0,59.0
uttarahalli,1360.0,2.0,3.0,3.0,61.2
other,845.0,2.0,1.0,2.0,55.0
bommanahalli,1090.0,3.0,2.0,2.0,44.0
sonnenahalli,1059.0,2.0,1.0,2.0,62.0
battarahalli,1090.0,2.0,2.0,2.0,38.37
yeshwanthpur,1523.0,3.0,3.0,3.0,170.0
other,2700.0,3.0,2.0,4.0,90.0
attibele,520.0,1.0,1.0,1.0,15.0
dasanapura,708.0,1.0,0.0,1.0,28.32
raja rajeshwari nagar,1279.0,2.0,1.0,3.0,53.76
hennur road,1317.5,2.0,0.0,2.0,63.77
bhoganhalli,804.1,2.0,1.0,2.0,69.09
hormavu,1081.5,2.0,0.0,2.0,38.665
raja rajeshwari nagar,1196.0,2.0,2.0,2.0,40.54
jalahalli,615.0,1.0,1.0,1.0,46.0
panathur,1007.0,2.0,1.0,2.0,64.0
budigere,764.0,1.0,1.0,1.0,32.0
kammasandra,1156.0,2.0,2.0,2.0,32.0
other,1500.0,2.0,0.0,3.0,85.0
thanisandra,1948.0,4.0,2.0,4.0,129.0
sector 7 hsr layout,1760.0,3.0,2.0,3.0,160.0
balagere,1012.0,2.0,1.0,2.0,64.0
8th phase jp nagar,1504.0,2.0,2.0,3.0,83.0
sarjapur,1200.0,2.0,1.0,2.0,42.6
other,1300.0,2.0,1.0,3.0,51.0
other,600.0,1.0,0.0,1.0,33.0
hosa road,1360.0,2.0,1.0,2.0,77.61
sarjapur  road,1612.0,3.0,1.0,3.0,98.38
7th phase jp nagar,1400.0,3.0,1.0,3.0,115.0
binny pete,660.0,1.0,1.0,1.0,54.0
7th phase jp nagar,1050.0,2.0,1.0,2.0,75.0
sarjapur  road,1215.0,2.0,2.0,2.0,110.0
arekere,1190.0,2.0,2.0,2.0,55.0
uttarahalli,850.0,2.0,2.0,2.0,35.0
rayasandra,1198.0,2.0,1.0,2.0,54.0
yelahanka,1692.0,3.0,2.0,3.0,83.0
basavangudi,1500.0,2.0,1.0,3.0,143.0
padmanabhanagar,4689.0,4.0,1.0,4.0,488.0
marathahalli,1583.0,3.0,3.0,3.0,115.0
kudlu gate,703.0,1.0,1.0,1.0,52.0
other,1230.0,2.0,0.0,2.0,68.0
marathahalli,1071.0,2.0,2.0,2.0,52.25
sarjapur  road,1846.0,3.0,3.0,3.0,145.0
other,2800.0,2.0,0.0,3.0,200.0
other,1150.0,2.0,2.0,2.0,126.0
other,2000.0,3.0,2.0,3.0,85.0
uttarahalli,1320.0,2.0,3.0,3.0,55.44
thanisandra,1698.0,3.0,2.0,3.0,125.0
amruthahalli,2650.0,4.0,0.0,3.0,175.0
electronic city,1128.0,2.0,1.0,2.0,64.0
other,1180.0,2.0,1.0,2.0,39.0
haralur road,1194.0,2.0,2.0,2.0,47.0
vijayanagar,1739.0,3.0,1.0,3.0,116.0
other,1384.0,3.0,2.0,3.0,62.28
uttarahalli,1284.0,2.0,2.0,2.0,53.36
other,654.0,1.0,1.0,1.0,49.0
other,1070.0,2.0,2.0,2.0,49.0
other,1209.0,2.0,1.0,2.0,50.0
frazer town,2079.0,3.0,3.0,3.0,220.0
somasundara palya,1186.0,2.0,3.0,2.0,72.0
whitefield,1320.0,2.0,1.0,2.0,95.0
jakkur,1230.0,2.0,1.0,2.0,76.0
other,2000.0,3.0,2.0,3.0,85.0
binny pete,1740.0,3.0,1.0,3.0,150.0
subramanyapura,1260.0,2.0,2.0,3.0,76.0
8th phase jp nagar,1080.0,2.0,2.0,2.0,35.0
kanakpura road,950.0,2.0,1.0,2.0,57.0
other,1080.0,2.0,2.0,2.0,38.0
other,1152.0,2.0,1.0,2.0,57.0
other,1415.0,3.0,3.0,3.0,78.0
other,1260.0,2.0,1.0,3.0,95.0
kudlu,1027.0,2.0,2.0,2.0,44.0
other,1650.0,2.0,1.0,4.0,140.0
jakkur,1279.0,2.0,1.0,2.0,77.0
whitefield,4500.0,4.0,2.0,4.0,378.0
tumkur road,4800.0,5.0,2.0,5.0,150.0
other,801.0,1.0,0.0,1.0,33.645
hoodi,1063.0,2.0,1.0,2.0,61.17
whitefield,1216.0,2.0,1.0,2.0,75.0
rajaji nagar,2300.0,4.0,1.0,3.0,240.0
bommasandra,1200.0,3.0,2.0,3.0,46.0
whitefield,2321.0,4.0,1.0,3.0,157.0
hebbal,1320.0,2.0,1.0,2.0,92.0
other,1475.0,3.0,3.0,3.0,78.0
2nd phase judicial layout,1681.0,3.0,3.0,3.0,69.0
padmanabhanagar,4500.0,4.0,2.0,3.0,360.0
other,1358.0,3.0,3.0,3.0,50.0
tumkur road,1459.0,2.0,1.0,3.0,110.0
yelahanka new town,350.0,1.0,1.0,1.0,13.5
kengeri satellite town,1043.0,2.0,2.0,2.0,65.0
other,812.0,1.0,0.0,1.0,26.0
hebbal,1175.0,2.0,0.0,2.0,54.05
sarjapur  road,2600.0,3.0,2.0,3.0,200.0
mahadevpura,1050.0,2.0,1.0,2.0,42.0
other,1750.0,3.0,3.0,3.0,170.0
haralur road,1140.0,2.0,2.0,2.0,43.0
other,830.0,2.0,2.0,2.0,37.0
sarjapur,1404.0,2.0,0.0,3.0,53.35
other,3259.0,3.0,0.0,3.0,270.0
whitefield,1216.0,2.0,1.0,2.0,72.0
other,1962.0,3.0,2.0,3.0,175.0
other,1300.0,2.0,3.0,2.0,95.0
sarjapur  road,1881.0,3.0,2.0,3.0,145.0
bannerghatta road,1270.0,2.0,2.0,2.0,45.0
other,1326.0,2.0,1.0,2.0,62.17
other,1225.0,2.0,2.0,2.0,71.05
jalahalli,1400.0,1.0,1.0,2.0,80.0
other,1220.0,2.0,2.0,2.0,72.0
hennur road,1052.0,2.0,1.0,2.0,34.72
jakkur,1473.0,2.0,1.0,2.0,85.0
kalena agrahara,1200.0,2.0,2.0,2.0,45.0
frazer town,1315.0,2.0,2.0,2.0,140.0
other,1200.0,2.0,0.0,2.0,90.0
other,4800.0,5.0,2.0,4.0,420.0
begur,815.0,2.0,1.0,2.0,40.0
hennur road,1182.0,2.0,2.0,2.0,82.5
kumaraswami layout,3200.0,7.0,0.0,7.0,150.0
kr puram,1050.0,2.0,2.0,2.0,55.0
marathahalli,1215.0,2.0,2.0,2.0,58.86
electronic city,2093.0,4.0,2.0,4.0,134.0
frazer town,896.0,1.0,0.0,1.0,100.0
other,936.0,2.0,2.0,2.0,42.0
other,2500.0,6.0,2.0,7.0,115.0
thigalarapalya,3122.0,6.0,2.0,4.0,230.0
5th phase jp nagar,1390.0,2.0,2.0,2.0,65.0
other,4428.0,4.0,2.0,4.0,255.0
other,1950.0,3.0,3.0,3.0,132.0
sonnenahalli,1610.0,3.0,2.0,3.0,80.48
other,1180.0,2.0,2.0,2.0,100.0
kodichikkanahalli,1025.0,2.0,2.0,2.0,66.0
begur,1550.0,4.0,2.0,4.0,130.0
other,1200.0,2.0,2.0,2.0,54.0
hosur road,1223.0,2.0,1.0,2.0,93.0
thigalarapalya,1297.0,2.0,2.0,2.0,103.0
kothanur,1847.0,3.0,2.0,3.0,105.0
other,2150.0,4.0,1.0,4.0,80.0
electronics city phase 1,1170.0,2.0,1.0,2.0,62.0
ambedkar nagar,1862.0,3.0,2.0,3.0,120.0
other,825.0,2.0,1.0,2.0,35.0
r.t. nagar,1040.0,2.0,2.0,2.0,46.0
whitefield,1639.5,3.0,0.0,3.0,92.63
electronic city phase ii,1069.0,2.0,2.0,2.0,45.0
kudlu gate,1850.0,3.0,2.0,3.0,120.0
ombr layout,1855.0,3.0,2.0,3.0,145.0
hebbal,1700.0,3.0,2.0,3.0,124.0
electronic city phase ii,1000.0,2.0,1.0,2.0,28.88
hoodi,1225.0,2.0,1.0,2.0,45.0
gottigere,1200.0,2.0,2.0,2.0,50.0
brookefield,1389.0,2.0,2.0,2.0,94.0
7th phase jp nagar,1120.0,2.0,2.0,2.0,65.0
cv raman nagar,1225.0,2.0,2.0,2.0,47.88
kudlu,1027.0,2.0,2.0,2.0,44.0
babusapalaya,1100.0,2.0,2.0,2.0,38.0
yelahanka new town,440.0,1.0,1.0,1.0,16.5
dodda nekkundi,1135.0,2.0,2.0,2.0,58.0
sarjapur,2250.0,3.0,2.0,3.0,148.0
kanakpura road,525.0,1.0,1.0,1.0,30.0
kalena agrahara,980.0,2.0,1.0,2.0,40.0
other,1500.0,3.0,3.0,3.0,95.0
other,1200.0,2.0,1.0,2.0,54.0
thanisandra,510.0,1.0,0.0,1.0,25.25
kadugodi,1890.0,4.0,3.0,3.0,125.0
begur road,1260.0,2.0,2.0,2.0,46.62
other,1450.0,2.0,3.0,2.0,62.63
thanisandra,933.0,1.0,1.0,1.0,61.0
electronic city phase ii,1160.0,2.0,1.0,2.0,52.2
sarjapur,1000.0,2.0,2.0,2.0,30.0
ngr layout,1105.0,2.0,2.0,2.0,49.73
other,1200.0,2.0,2.0,2.0,52.0
other,1750.0,3.0,1.0,3.0,120.0
other,2800.0,7.0,2.0,7.0,125.0
kudlu gate,1850.0,3.0,2.0,3.0,110.0
hormavu,1046.0,2.0,1.0,2.0,60.0
bisuvanahalli,1075.0,2.0,1.0,3.0,46.0
pai layout,1400.0,2.0,3.0,3.0,67.0
sarjapur  road,1680.0,3.0,1.0,3.0,160.0
other,975.0,2.0,1.0,2.0,60.0
begur road,1241.0,2.0,1.0,2.0,64.0
kr puram,714.0,1.0,1.0,1.0,28.0
whitefield,750.0,1.0,1.0,1.0,51.0
kr puram,1000.0,2.0,1.0,2.0,44.5
other,1368.0,2.0,3.0,2.0,87.0
domlur,2100.0,3.0,2.0,3.0,145.0
jp nagar,1750.0,3.0,1.0,3.0,123.0
marathahalli,2524.0,5.0,2.0,4.0,180.0
bannerghatta,1100.0,2.0,1.0,2.0,66.0
other,2405.0,4.0,2.0,3.0,260.0
other,1206.0,2.0,3.0,2.0,38.5
dasanapura,814.0,2.0,1.0,2.0,53.0
malleshpalya,1200.0,2.0,2.0,2.0,46.0
akshaya nagar,1412.0,2.0,3.0,3.0,88.0
kadugodi,1196.0,2.0,3.0,2.0,60.0
hoskote,1095.0,2.0,2.0,2.0,33.6
other,1035.0,2.0,2.0,2.0,60.0
kaikondrahalli,1039.0,2.0,2.0,2.0,80.0
whitefield,4000.0,4.0,2.0,4.0,330.0
other,1050.0,2.0,2.0,2.0,65.0
other,1340.0,2.0,3.0,2.0,77.0
other,1400.0,2.0,2.0,3.0,62.0
other,16335.0,4.0,2.0,4.0,149.0
uttarahalli,1300.0,2.0,2.0,2.0,55.0
bannerghatta road,950.0,2.0,0.0,2.0,38.0
sarjapur,1157.0,2.0,1.0,2.0,40.0
iblur village,2100.0,4.0,2.0,3.0,145.0
other,1686.0,3.0,3.0,3.0,77.0
hormavu,1129.0,2.0,1.0,2.0,44.0
lakshminarayana pura,1750.0,3.0,2.0,3.0,150.0
other,4510.0,4.0,3.0,3.0,200.0
choodasandra,1530.0,3.0,2.0,3.0,77.0
nagarbhavi,1146.0,2.0,1.0,2.0,50.0
other,1410.0,2.0,2.0,3.0,45.12
yelahanka,1400.0,2.0,2.0,3.0,80.54
bhoganhalli,1447.0,2.0,1.0,2.0,75.97
hoodi,1837.0,3.0,3.0,3.0,145.0
whitefield,630.5,1.0,0.0,1.0,32.79
other,910.0,2.0,3.0,2.0,36.0
choodasandra,1560.0,3.0,2.0,3.0,78.0
other,1690.0,3.0,3.0,3.0,50.0
kalyan nagar,1375.0,3.0,2.0,3.0,75.0
hebbal kempapura,1130.0,2.0,2.0,2.0,60.0
other,1770.0,3.0,2.0,3.0,99.0
badavala nagar,1145.0,2.0,2.0,2.0,57.0
other,1260.0,2.0,2.0,3.0,85.05
other,780.0,2.0,1.0,2.0,35.0
chandapura,900.0,2.0,3.0,2.0,35.0
anjanapura,600.0,2.0,0.0,1.0,55.0
old airport road,1145.0,2.0,2.0,2.0,75.0
other,1250.0,3.0,2.0,3.0,42.0
yelahanka,1705.0,3.0,1.0,3.0,91.0
other,1603.0,2.0,0.0,3.0,125.0
other,1100.0,2.0,1.0,2.0,61.0
raja rajeshwari nagar,1120.0,2.0,2.0,2.0,37.97
basavangudi,2600.0,4.0,3.0,4.0,260.0
other,720.0,2.0,1.0,2.0,45.0
kundalahalli,1397.0,3.0,3.0,3.0,108.0
btm 2nd stage,930.0,2.0,2.0,2.0,46.0
other,1530.0,2.0,1.0,3.0,97.0
malleshpalya,1065.0,2.0,2.0,2.0,50.0
brookefield,1950.0,6.0,3.0,5.0,175.0
electronic city,1152.0,2.0,1.0,2.0,64.5
other,2800.0,5.0,2.0,5.0,125.0
other,1700.0,3.0,3.0,3.0,120.0
subramanyapura,1880.0,3.0,2.0,3.0,110.0
other,1200.0,3.0,0.0,3.0,95.0
other,1250.0,2.0,2.0,2.0,65.0
other,1200.0,2.0,0.0,2.0,62.0
marathahalli,1285.0,2.0,2.0,2.0,55.0
varthur,1105.0,2.0,3.0,2.0,38.0
other,1200.0,2.0,1.0,2.0,76.0
bisuvanahalli,1075.0,2.0,1.0,3.0,52.0
kanakpura road,1297.0,2.0,1.0,2.0,105.0
hoodi,2144.0,3.0,2.0,3.0,140.0
kanakpura road,381.0,1.0,0.0,1.0,28.0
bellandur,1692.0,3.0,2.0,3.0,88.0
other,1300.0,2.0,2.0,2.0,60.0
btm layout,3300.0,6.0,3.0,6.0,165.0
hormavu,1153.0,2.0,1.0,2.0,65.0
lakshminarayana pura,1210.0,2.0,2.0,2.0,75.0
electronic city,1060.0,2.0,1.0,2.0,58.0
sarjapur  road,1965.0,3.0,3.0,3.0,120.0
other,1060.0,2.0,2.0,2.0,55.0
kaggadasapura,1000.0,2.0,2.0,2.0,43.0
bellandur,2666.0,3.0,1.0,3.0,230.0
other,1360.0,2.0,1.0,3.0,59.27
raja rajeshwari nagar,1550.0,3.0,1.0,3.0,86.8
other,1070.0,2.0,1.0,2.0,35.0
other,1375.0,2.0,1.0,2.0,45.0
sarjapur  road,1367.0,2.0,0.0,2.0,80.0
nagavara,2430.0,4.0,3.0,3.0,180.0
varthur,2145.0,3.0,2.0,3.0,165.0
old madras road,1300.0,2.0,2.0,2.0,100.0
marathahalli,615.0,1.0,1.0,1.0,44.0
subramanyapura,958.0,2.0,1.0,2.0,33.53
kundalahalli,1724.0,3.0,2.0,3.0,128.0
tumkur road,1441.0,2.0,1.0,3.0,95.0
other,2000.0,3.0,2.0,3.0,120.0
electronic city,1140.0,2.0,1.0,2.0,70.93
other,560.0,1.0,0.0,1.0,19.0
hoodi,1132.0,2.0,1.0,2.0,89.37
uttarahalli,1330.0,2.0,1.0,3.0,57.0
koramangala,1350.0,2.0,2.0,2.0,103.0
hosa road,1063.0,2.0,1.0,2.0,32.79
kengeri satellite town,2480.0,2.0,1.0,2.0,160.0
other,1520.0,3.0,3.0,3.0,80.0
varthur road,1033.0,2.0,2.0,2.0,32.0
other,2000.0,4.0,1.0,4.0,135.0
kudlu,1024.0,2.0,2.0,2.0,44.0
talaghattapura,1868.0,3.0,1.0,3.0,135.0
other,1611.0,2.0,2.0,3.0,64.44
abbigere,995.0,2.0,1.0,2.0,40.8
cv raman nagar,740.0,2.0,1.0,2.0,37.0
begur road,1160.0,2.0,2.0,2.0,42.0
jigani,937.0,2.0,1.0,2.0,44.0
hsr layout,3500.0,5.0,0.0,5.0,350.0
green glen layout,1728.0,3.0,2.0,3.0,125.0
other,1896.0,3.0,1.0,4.0,125.0
ananth nagar,850.0,2.0,1.0,2.0,25.99
other,1022.0,2.0,2.0,2.0,52.0
other,1500.0,2.0,2.0,3.0,98.0
harlur,1310.0,2.0,1.0,2.0,50.0
vijayanagar,1490.0,3.0,2.0,3.0,100.0
whitefield,1768.0,3.0,2.0,3.0,101.0
kodigehaali,1200.0,2.0,2.0,2.0,60.0
iblur village,3596.0,5.0,1.0,4.0,297.0
hebbal,1760.0,3.0,2.0,3.0,123.0
other,1450.0,3.0,1.0,3.0,65.0
other,1300.0,3.0,1.0,3.0,64.0
uttarahalli,1328.0,2.0,1.0,3.0,56.0
2nd phase judicial layout,1350.0,2.0,2.0,3.0,47.25
haralur road,1875.0,3.0,3.0,3.0,110.0
other,1468.0,2.0,1.0,2.0,140.0
hormavu,1123.0,2.0,1.0,2.0,56.0
other,1171.0,2.0,2.0,2.0,39.0
gottigere,1120.0,2.0,2.0,2.0,50.0
other,925.0,2.0,1.0,2.0,55.0
kodichikkanahalli,650.0,1.0,2.0,1.0,38.0
whitefield,1485.0,2.0,1.0,2.0,96.51
other,1194.0,2.0,1.0,2.0,65.0
hsr layout,1145.0,2.0,2.0,2.0,46.0
varthur,1097.0,2.0,1.0,2.0,33.82
subramanyapura,975.0,2.0,1.0,2.0,63.0
frazer town,1750.0,3.0,2.0,3.0,150.0
nagavara,1315.0,2.0,2.0,2.0,70.0
chandapura,700.0,1.0,1.0,2.0,19.0
other,1060.0,2.0,1.0,2.0,42.5
hosa road,1726.0,3.0,2.0,3.0,81.99
other,1270.0,2.0,2.0,3.0,95.25
varthur,986.0,2.0,1.0,2.0,31.0
indira nagar,1875.0,3.0,1.0,3.0,180.0
munnekollal,1750.0,3.0,3.0,3.0,86.5
kanakpura road,1498.0,3.0,2.0,3.0,95.0
bhoganhalli,1447.0,2.0,1.0,2.0,75.97
hormavu,1075.0,2.0,1.0,2.0,53.7
hormavu,583.0,1.0,0.0,1.0,28.275
other,1100.0,2.0,1.0,2.0,62.0
battarahalli,1165.0,2.0,1.0,2.0,43.0
other,1009.0,2.0,1.0,2.0,65.0
koramangala,1100.0,2.0,2.0,2.0,85.0
sector 7 hsr layout,1760.0,3.0,2.0,3.0,185.0
9th phase jp nagar,905.0,2.0,1.0,2.0,32.0
uttarahalli,1265.0,2.0,2.0,3.0,65.0
ananth nagar,982.0,2.0,2.0,2.0,24.55
other,1555.0,2.0,1.0,3.0,67.0
other,1200.0,1.0,2.0,2.0,95.0
other,1600.0,3.0,2.0,3.0,180.0
other,1623.0,3.0,3.0,3.0,155.0
jalahalli,1045.0,2.0,2.0,2.0,76.77
other,1050.0,2.0,1.0,2.0,70.0
attibele,1200.0,2.0,2.0,2.0,42.0
dasanapura,1500.0,3.0,1.0,2.0,65.0
other,1200.0,2.0,3.0,2.0,62.5
other,900.0,2.0,3.0,2.0,46.0
harlur,1197.0,2.0,1.0,2.0,77.0
whitefield,3117.0,3.0,2.0,3.0,261.0
old madras road,1450.0,3.0,3.0,4.0,132.0
hebbal,1080.0,2.0,1.0,2.0,54.0
old airport road,2658.0,5.0,3.0,4.0,189.0
anjanapura,950.0,2.0,0.0,2.0,30.0
neeladri nagar,674.0,1.0,1.0,1.0,21.0
panathur,1199.0,2.0,1.0,2.0,85.0
yelahanka,26136.0,1.0,0.0,1.0,150.0
bhoganhalli,1444.0,2.0,1.0,2.0,75.97
other,1255.0,2.0,1.0,2.0,56.7
mallasandra,905.0,2.0,1.0,2.0,40.0
other,1753.0,3.0,2.0,3.0,120.0
kanakpura road,1328.0,2.0,2.0,2.0,107.0
kanakpura road,525.0,1.0,1.0,1.0,26.0
yelahanka,1600.0,3.0,3.0,3.0,100.0
parappana agrahara,1194.0,2.0,2.0,2.0,47.0
other,2900.0,4.0,2.0,4.0,200.0
ramagondanahalli,2257.0,4.0,2.0,3.0,157.0
kanakpura road,1900.0,3.0,3.0,3.0,125.0
frazer town,1200.0,2.0,1.0,2.0,78.0
other,1770.0,3.0,2.0,3.0,90.0
sarjapur  road,3335.0,4.0,3.0,4.0,290.0
subramanyapura,929.0,2.0,1.0,2.0,56.0
hebbal,1440.0,2.0,1.0,2.0,115.0
electronic city,1386.0,2.0,1.0,2.0,85.0
hebbal,2400.0,4.0,1.0,3.0,245.0
other,905.0,2.0,1.0,2.0,50.0
hormavu,2400.0,3.0,1.0,3.0,177.0
padmanabhanagar,3400.0,3.0,1.0,4.0,210.0
other,1200.0,2.0,2.0,2.0,52.5
other,1200.0,2.0,2.0,3.0,75.0
bannerghatta road,1260.0,2.0,2.0,2.0,70.0
kambipura,883.0,2.0,1.0,2.0,39.0
banashankari stage iii,1420.0,2.0,2.0,3.0,95.0
horamavu agara,1169.0,2.0,1.0,2.0,64.0
garudachar palya,1610.0,2.0,3.0,3.0,119.0
